"Folder Type","Folder Description","Subdescription","Trade Name","Address","Issue Date","Expiry Date","Status","Neighbourhood Number","Neighbourhood Name","Electoral Ward","Community Characterization Area","Location"
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 03 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Feb 01 12:00:00 AM","2025 Feb 20 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 30 12:00:00 AM","2024 Feb 20 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Feb 07 12:00:00 AM","2026 Feb 20 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Oct 23 12:00:00 AM","2024 Oct 22 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Nov 07 12:00:00 AM","2025 Oct 22 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 08 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 11 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 31 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 04 12:00:00 AM","2024 Sep 16 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Oct 22 12:00:00 AM","2025 Sep 16 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Sep 18 12:00:00 AM","2024 Aug 15 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Aug 14 12:00:00 AM","2025 Aug 15 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Feb 05 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 04 12:00:00 AM","2024 Aug 04 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 11 12:00:00 AM","2024 Oct 17 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 03 12:00:00 AM","2025 Oct 17 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 17 12:00:00 AM","2025 Oct 17 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 10 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Sep 06 12:00:00 AM","2024 Sep 14 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Sep 11 12:00:00 AM","2025 Sep 14 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Nov 22 12:00:00 AM","2024 Sep 25 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jul 11 12:00:00 AM","2023 Sep 25 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 10 12:00:00 AM","2025 May 18 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 13 12:00:00 AM","2024 May 18 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 08 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 02 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 26 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 09 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 02 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 28 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 21 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 10 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 03 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 31 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 06 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Mar 13 12:00:00 AM","2025 Mar 25 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Apr 12 12:00:00 AM","2024 Mar 25 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 04 12:00:00 AM","2026 Mar 25 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jul 09 12:00:00 AM","2025 Jan 14 12:00:00 AM","Closed (L)","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 28 12:00:00 AM","2026 Jan 14 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Feb 08 12:00:00 AM","2025 Feb 09 12:00:00 AM","Closed (L)","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 10 12:00:00 AM","2024 Feb 09 12:00:00 AM","Closed (L)","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Feb 10 12:00:00 AM","2026 Feb 09 12:00:00 AM","Issued","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 27 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 20 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jun 27 12:00:00 AM","2025 Jun 12 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 May 24 12:00:00 AM","2024 Jun 12 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 27 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.313","ST. JOHN'S PARK","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.313","ST. JOHN'S PARK","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Oct 16 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 10 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 18 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Feb 06 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jun 11 12:00:00 AM","2025 Jan 31 12:00:00 AM","Closed (L)","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 02 12:00:00 AM","2024 Jan 31 12:00:00 AM","Closed (L)","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 02 12:00:00 AM","2026 Jan 31 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 18 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","5.502","CENTRAL ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 20 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","5.506","DUFRESNE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 30 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","5.506","DUFRESNE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Mar 27 12:00:00 AM","2025 Apr 02 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 24 12:00:00 AM","2024 Apr 02 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 26 12:00:00 AM","2026 Apr 02 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Nov 01 12:00:00 AM","2024 Oct 31 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Nov 21 12:00:00 AM","2025 Oct 31 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Oct 23 12:00:00 AM","2024 Oct 18 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Oct 21 12:00:00 AM","2025 Oct 18 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 14 12:00:00 AM","2024 Feb 04 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 18 12:00:00 AM","2024 Oct 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Nov 18 12:00:00 AM","2025 Oct 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 22 12:00:00 AM","2024 Dec 11 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 04 12:00:00 AM","2025 Dec 11 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 04 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 08 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.305","LUXTON","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 03 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.305","LUXTON","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 30 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.305","LUXTON","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 15 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jun 12 12:00:00 AM","2025 May 24 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jun 12 12:00:00 AM","2024 May 24 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 May 23 12:00:00 AM","2026 May 24 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 12 12:00:00 AM","2024 Dec 14 12:00:00 AM","Closed (L)","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Apr 19 12:00:00 AM","2023 Dec 14 12:00:00 AM","Closed (L)","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Nov 22 12:00:00 AM","2025 Dec 14 12:00:00 AM","Issued","5.501","NORTH ST. BONIFACE","St Boniface","St Boniface",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 May 21 12:00:00 AM","2025 May 07 12:00:00 AM","Closed (L)","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 May 08 12:00:00 AM","2024 May 07 12:00:00 AM","Closed (L)","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 May 07 12:00:00 AM","2026 May 07 12:00:00 AM","Issued","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 20 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Feb 03 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 11 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 16 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 15 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 11 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 12 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
